taxon_id,organism,accession,gc_count,seq_length,chromosomes,gene_total,gene_num_protein_coding,gene_num_non_coding,gene_num_pseudogene
2814292,Shewanella cyperi,GCF_017354925.1,2298770,4136074,1,3691,3545,130,16
2814294,Shewanella avicenniae,GCF_017354945.1,2027856,4201682,1,3728,3573,120,35
2814293,Shewanella sedimentimangrovi,GCF_017354965.1,2348619,4242357,1,3788,3629,129,30
2768162,Roseomonas haemaphysalidis,GCF_017355405.1,3444335,4898652,8,4591,4456,64,71
1138190,Rhizobium binae,GCF_017357225.1,4308845,7055288,8,6822,6480,64,278
1138189,Rhizobium bangladeshense,GCF_017357245.1,3867210,6348611,6,6088,5837,64,187
2081791,Rhizobium ruizarguesonis,GCF_017357285.1,4745933,7811507,5,7548,7256,65,227
2571116,Thermosipho ferrireducens,GCF_017358165.1,673306,1982543,1,1960,1892,52,16
45656,Desulfonema limicola,GCF_017377355.1,2656677,6908045,1,5873,5732,70,71
45655,Desulfonema magnum,GCF_017377395.1,3595477,8027777,1,6107,5975,66,66
2774189,Brevundimonas pondensis,GCF_017487345.1,2380333,3550773,1,3525,3417,58,50
2774190,Brevundimonas goettingensis,GCF_017487405.1,2701337,3984955,1,3945,3846,57,42
2748629,Bradyrhizobium quebecense,GCF_017493175.3,5599229,8753169,2,8227,7858,58,311
2808900,Polaribacter batillariae,GCF_017498485.1,1206948,3890129,1,3421,3294,47,80
2816950,Ottowia testudinis,GCF_017498525.1,2840146,4320685,1,4113,3956,63,94
2818388,Sulfidibacter corallicola,GCF_017498545.1,7090328,11786365,1,6986,6862,70,54
2806553,Parasphingorhabdus cellanae,GCF_017498565.1,1992999,3777952,1,3607,3514,47,46
202956,Acinetobacter towneri,GCF_017498585.1,1161293,2799835,3,2717,2542,103,72
29486,Yersinia ruckeri,GCF_017498685.1,1849957,3894226,3,3532,3326,116,90
80860,Streptomyces cyanogenus,GCF_017526105.1,6302942,8773899,1,7754,7335,91,328
2818493,Polaribacter cellanae,GCF_017569185.1,1258480,4143164,1,3642,3551,49,42
2819238,Pengzhenrongella sicca,GCF_017569225.1,3183014,4395128,1,4024,3918,57,49
551996,Mucilaginibacter gossypii,GCF_017569325.1,3075896,7187733,1,6215,6128,67,20
2722756,Brenneria izadpanahii,GCF_017569925.1,2860827,5330697,1,4768,4485,104,179
2733571,Trueperella pecoris,GCF_017603605.1,1356457,2208970,1,1989,1905,61,23
160791,Rhizorhabdus wittichii,GCF_017607425.1,4108014,6073182,3,5859,5725,59,75
2820710,Psychrosphaera ytuae,GCF_017638545.1,1404730,3331814,1,2941,2832,94,15
882626,Pseudoalteromonas xiamenensis,GCF_017638925.1,1973082,4563326,5,4374,3775,133,466
66374,Streptomyces nojiriensis,GCF_017639205.1,6494256,9022916,1,8241,7906,102,233
2768161,Roseomonas marmotae,GCF_017654485.1,3324806,4833053,10,4594,4403,73,118
359387,Xanthomonas euvesicatoria pv. alfalfae,GCF_017724035.1,3314796,5120436,2,4357,4162,92,103
339617,Pseudoalteromonas viridis,GCF_017742995.1,2733595,5549631,2,4666,4452,153,61
290110,Xenorhabdus budapestensis,GCF_017743015.1,1883693,4366413,1,3916,3635,104,177
2682810,Iocasia fonsfrigidae,GCF_017751145.1,1375007,3926493,1,3774,3671,74,29
159,Brachyspira hyodysenteriae,GCF_017751225.1,833735,3085162,2,2703,2646,40,17
490,Neisseria sicca,GCF_017753665.1,1310396,2566407,1,2418,2256,77,85
2729421,Sediminibacillus dalangtanensis,GCF_017792025.1,1785667,4100703,1,4005,3844,101,60
1701758,Aureimonas populi,GCF_017815515.1,2606327,3822311,1,3664,3551,58,55
876,Desulfovibrio desulfuricans,GCF_017815575.1,2020851,3554892,2,3027,2937,70,20
210,Helicobacter pylori,GCF_017821535.1,637675,1624458,2,1540,1434,45,61
2733484,Halomonas sulfidoxydans,GCF_017868775.1,2964350,4491948,1,4189,4060,85,44
2733488,Halomonas sulfidivorans,GCF_017868935.1,2937350,4572976,1,4286,4160,84,42
2742717,Wolbachia endosymbiont of Wiebesia pumilae,GCF_017869285.1,450693,1278697,1,1354,1239,44,71
138851,Treponema parvum,GCF_017893965.1,1169194,2658287,1,2338,2274,56,8
508451,Lactobacillus taiwanensis,GCF_017894345.1,696638,2041763,3,2033,1839,101,93
76115,Aromatoleum bremense,GCF_017894365.1,2870886,4376837,1,4131,3976,72,83
76116,Aromatoleum petrolei,GCF_017894385.1,3553803,5407396,1,4937,4820,73,44
546165,Wolbachia endosymbiont of Aedes aegypti,GCF_017896245.1,446702,1267786,1,1323,1240,41,42
2891210,Thiothrix litoralis,GCF_017901135.1,2263876,4284843,1,4198,4076,57,65
2823902,Candidatus Thiothrix anitrata,GCF_017901155.1,1777743,3546315,1,3608,3492,55,61
111769,Thiothrix unzii,GCF_017901175.1,1889893,3724392,8,3723,3638,55,30
138532,Curtobacterium flaccumfaciens pv. flaccumfaciens,GCF_017909455.1,2761423,3896911,2,3720,3627,59,34
2502979,Pseudomonas khazarica,GCF_017915135.1,3500903,5384159,1,5054,4924,84,46
2898187,Faecalibacter bovis,GCF_017948305.1,881983,2835235,1,2719,2581,127,11
358099,Brevibacterium oceani,GCF_017948325.1,2811932,4304299,1,3814,3716,62,36
1266052,Psychrosphaera aestuarii,GCF_017948405.1,1208721,3049778,1,2801,2681,93,27
35773,Candidatus Phytoplasma luffae,GCF_018024475.1,178868,769143,1,770,716,39,15
2781962,Agromyces archimandritae,GCF_018024495.1,2460710,3453307,1,3201,3092,54,55
225991,Comamonas aquatica,GCF_018064205.1,2559400,3969186,1,3750,3522,129,99
155177,Streptomyces yatensis,GCF_018069625.1,7398416,10360357,1,8681,8356,86,239
1473,Virgibacillus pantothenticus,GCF_018075365.1,1776391,4761851,1,4390,4157,88,145
2749996,Coxiella endosymbiont of Amblyomma nuttalli,GCF_018107685.1,359744,1003026,1,730,669,44,17
684066,Streptococcus lactarius,GCF_018127725.1,892292,2144372,1,2063,1962,77,24
28137,Prevotella veroralis,GCF_018127765.1,1253753,2990547,3,2470,2331,66,73
28133,Prevotella nigrescens,GCF_018127825.1,1225625,2887107,3,2448,2329,63,56
282402,Prevotella multiformis,GCF_018127985.1,1568446,3025491,2,2353,2249,66,38
470565,Prevotella histicola,GCF_018128125.1,1237181,2999514,2,2395,2272,65,58
28129,Prevotella denticola,GCF_018128205.1,1556385,3106544,3,2484,2374,65,45
1710,Cellulosimicrobium cellulans,GCF_018128265.1,3283612,4411608,2,4018,3910,66,42
1547448,Arachnia rubra,GCF_018128325.1,2129564,3316958,1,2988,2883,56,49
67826,Citrobacter sedlakii,GCF_018128425.1,2699546,4967243,3,4753,4533,116,104
28110,Francisella philomiragia,GCF_018135955.1,656367,2017543,2,1957,1897,53,7
2824561,Luteolibacter ambystomatis,GCF_018137965.1,3309954,5321988,1,4187,4107,59,21
2781599,Streptococcus oriscaviae,GCF_018137985.1,967954,2197335,1,2203,2089,73,41
359,Agrobacterium rhizogenes,GCF_018138105.1,4264375,7111375,4,6778,6609,68,101
1428684,Exiguobacterium alkaliphilum,GCF_018138125.1,1596833,3029824,3,3122,2987,98,37
1524929,Cylindrospermopsis raciborskii N8,GCF_018139025.1,1547789,3857174,1,3462,3291,55,116
487316,Acinetobacter soli,GCF_018139125.1,1507694,3520755,2,3257,3138,99,20
2026193,Bacillus nitratireducens,GCF_018141025.1,1955969,5511760,4,5667,5282,141,244
1185412,Vallitalea guaymasensis,GCF_018141425.1,1751247,5626074,1,4844,4729,78,37
1348613,Vallitalea pronyensis,GCF_018141445.1,2299400,6325483,2,5285,5176,78,31
1642299,Streptomyces alfalfae,GCF_018141485.1,5965662,8278595,2,7238,6927,98,213
2843215,Miltoncostaea marina,GCF_018141525.1,2566935,3370274,1,3403,3308,53,42
2843216,Miltoncostaea oceani,GCF_018141545.1,3360678,4542116,3,4635,4487,92,56
2769078,Wolbachia endosymbiont of Spodoptera picta,GCF_018141665.1,453727,1339720,1,1281,1171,41,69
1873425,Paenibacillus tritici,GCF_018207515.1,3995900,7708938,1,6661,6462,118,81
2829809,Shewanella yunxiaonensis,GCF_018223345.1,1837115,3812587,1,3489,3351,122,16
1520,Clostridium beijerinckii,GCF_018223745.1,1777353,5950247,2,5298,5066,148,84
28097,Ralstonia syzygii,GCF_018243215.1,3775982,5694719,2,5059,4864,70,125
58340,Streptomyces lavendulae subsp. lavendulae,GCF_018255875.1,5857214,8035918,1,7223,6936,98,189
886343,Mycobacterium spongiae,GCF_018278905.1,3658883,5581157,1,4569,4329,51,189
1592790,Sphingobium phenoxybenzoativorans,GCF_018286635.1,3012892,4828758,1,4746,4612,55,79
371601,Bacteroides xylanisolvens,GCF_018289135.1,2759505,6558523,4,5388,5191,89,108
246787,Bacteroides cellulosilyticus,GCF_018292125.1,3114149,7271073,3,5612,5463,79,70
997890,Bacteroides uniformis CL03T12C37,GCF_018292165.1,2273311,4920161,2,4087,3949,78,60
997873,Bacteroides caccae CL03T12C61,GCF_018292205.1,2355740,5499725,4,4595,4388,90,117
2821542,Chloracidobacterium sp. MS 40/45,GCF_018304805.1,2295517,3662232,2,3020,2927,53,40
2821543,Chloracidobacterium validum,GCF_018304825.1,2190753,3659143,2,3014,2914,53,47
1581,Lentilactobacillus buchneri,GCF_018314255.1,1127352,2537205,2,2457,2344,81,32
202951,Acinetobacter bouvetii,GCF_018324105.1,1530777,3399245,1,3218,3058,112,48
122358,Actinoplanes ianthinogenes,GCF_018324205.1,7080790,9897806,1,9119,8852,102,165
338584,Polymorphospora rubra,GCF_018324255.1,6006558,8365212,1,7333,6916,75,342
1682490,Ferrigenium kumadai,GCF_018324385.1,1558975,2572603,1,2504,2428,60,16
390989,Actinocatenispora sera,GCF_018324685.1,5116109,7044238,1,6583,6351,84,148
2714353,Vescimonas fastidiosa,GCF_018326305.1,1412593,2504406,3,2418,2290,67,61
1125966,Polycladomyces abyssicola,GCF_018326425.1,1663167,3197230,1,3164,3027,74,63
40215,Acinetobacter junii,GCF_018336855.1,1327374,3438557,2,3200,3071,96,33
2827233,Pasteurella atlantica,GCF_018343795.1,793379,2301649,1,2209,2081,70,58
2055889,Nocardia tengchongensis,GCF_018362975.1,5464651,8006012,1,7703,7035,79,589
1795,Mycolicibacterium neoaurum,GCF_018363015.1,3828139,5756799,1,5518,5372,56,90
2100821,Lacticaseibacillus chiayiensis,GCF_018363075.1,1348385,2855405,1,2732,2582,77,73
2778476,Anthocerotibacter panamensis C109,GCF_018389385.1,2324472,4187797,1,3968,3869,52,47
839,Prevotella ruminicola,GCF_018389405.1,1642674,3439340,1,2865,2768,68,29
759620,Weissella ceti,GCF_018394055.1,612738,1505791,1,1577,1475,97,5
2056231,Pseudomonas qingdaonensis,GCF_018398475.1,3789498,5938989,1,5457,5282,94,81
1123043,Telmatocola sphagniphila,GCF_018398935.1,3476235,6592641,1,5256,5163,54,39
1796635,Longicatena caecimuris,GCF_018406465.1,1189206,3103757,1,2895,2799,63,33
2675101,Lysobacter caseinilyticus,GCF_018406605.1,2221188,3270651,1,3186,3089,58,39
2675059,Lysobacter helvus,GCF_018406645.1,2221174,3270620,1,3186,3089,58,39
2714355,Vescimonas coprocola,GCF_018408575.1,1488765,2557760,2,2487,2364,68,55
2714358,Pusillibacter faecalis,GCF_018408705.1,1883929,3407680,3,3445,3323,74,48
70346,Acinetobacter variabilis,GCF_018409485.1,1355543,3198423,1,3082,2883,110,89
553982,Allochromatium tepidum,GCF_018409545.1,2183930,3384614,2,3281,3102,61,118
2698673,Novosphingobium decolorationis,GCF_018417475.1,3112064,4750375,2,4421,4224,74,123
2834768,Pseudochrobactrum algeriensis,GCF_018436245.1,2062971,4000992,5,3684,3545,79,60
2820884,Spiractinospora alimapuensis,GCF_018437505.1,4061914,5864354,1,5438,5232,61,145
160826,Nocardioides aquaticus,GCF_018459925.1,3351144,4580814,1,4480,4330,55,95
260915,Wolbachia endosymbiont of Drosophila yakuba,GCF_018467115.1,490396,1394392,1,1407,1322,41,44
260917,Wolbachia endosymbiont of Drosophila santomea,GCF_018467135.1,495658,1409094,1,1418,1330,41,47
2748871,Wolbachia endosymbiont of Anopheles demeilloni,GCF_018491735.2,413512,1231247,1,1328,1168,41,119
859144,Cytobacillus gottheilii,GCF_018582665.1,1796407,4584688,2,4512,4352,119,41
2838157,Flavihumibacter fluminis,GCF_018595675.2,2225313,5001887,1,4342,4283,43,16
2838156,Flavihumibacter rivuli,GCF_018595685.2,2059531,4297234,1,3640,3585,46,9
171404,Paenibacillus agaridevorans,GCF_018604145.1,4657555,9041977,1,7177,6973,115,89
41170,Exiguobacterium acetylicum,GCF_018604565.1,1588319,3396606,5,3550,3421,101,28
2817475,Arthrobacter jiangjiafuii,GCF_018622995.1,2376235,3593579,1,3386,3276,74,36
2527775,Polynucleobacter paneuropaeus,GCF_018685455.1,787238,1708534,1,1766,1704,46,16
1855895,Polynucleobacter paludilacus,GCF_018687595.1,776380,1670875,1,1762,1699,47,16
2081042,Polynucleobacter corsicus,GCF_018688255.1,939611,2045022,1,2106,2036,45,25
1173101,Methylomonas paludis,GCF_018734325.1,1771723,3673651,1,3336,3239,57,40
367791,Flammeovirga yaeyamensis,GCF_018736045.1,2568897,7433553,2,5700,5552,117,31
373891,Flammeovirga kamogawensis,GCF_018736065.1,2225037,6968008,4,5396,5245,132,19
2840469,Bradyrhizobium sediminis,GCF_018736105.1,3483840,5450494,1,5220,5107,55,58
1405,Bacillus mycoides,GCF_018739485.1,2017204,5697065,2,5780,5441,153,186
2840474,Gemmobacter fulva,GCF_018798885.1,2997610,4677627,7,4524,4393,61,70
1225769,Paludibacterium paludis,GCF_018802605.1,2547507,4069732,1,3777,3591,115,71
400061,Paludibacterium yongneupense,GCF_018802645.1,2743483,4413527,1,4138,3979,105,54
2792084,Spiroplasma endosymbiont of 'Nebria riversi',GCF_018831625.1,376523,1443729,2,1887,1749,34,104
2841264,Candidatus Minimicrobia vallesae,GCF_018866205.1,309010,706973,1,964,824,45,95
2068655,Novisyntrophococcus fermenticellae,GCF_018866245.1,1486527,3420321,1,3173,3019,77,77
2816859,Arthrobacter sunyaminii,GCF_018866305.1,2525819,3914265,1,3596,3483,74,39
1496,Clostridioides difficile,GCF_018885085.1,1168014,4095894,2,3733,3564,129,40
2842453,Amycolatopsis aidingensis,GCF_018885265.1,5377163,7657695,1,7097,6899,58,140
2785627,Azospira inquinata,GCF_018905915.1,2054906,3277463,1,2956,2846,64,46
1333845,Paenibacillus sophorae,GCF_018966525.1,2946390,5867720,1,5724,5510,116,98
2267891,Campylobacter novaezeelandiae,GCF_018968685.1,434971,1584374,3,1623,1539,55,29
2599927,Francisella salimarina,GCF_018972105.1,640716,1940863,1,1895,1837,53,5
1033846,Marinobacter adhaerens,GCF_018972165.1,2527121,4420856,1,4148,4051,66,31
2847992,Geomonas oryzisoli,GCF_018986915.1,2993489,4846465,1,4210,4112,74,24
2849501,Nocardioides panacis,GCF_019039255.1,3545169,4901775,1,4889,4615,55,219
1563222,Citrobacter pasteurii,GCF_019047765.1,2603118,5021319,3,4865,4642,117,106
134034,Corynebacterium freneyi,GCF_019047805.1,1984249,2881812,1,2566,2463,66,37
549,Pantoea agglomerans,GCF_019048385.1,2585725,4692018,3,4354,4198,114,42
158836,Enterobacter hormaechei,GCF_019048625.1,2618137,4762440,2,4598,4430,116,52
2494525,Chlamydia buteonis,GCF_019056495.1,445315,1162766,2,1028,972,44,12
1357546,Richelia sinica FACHB-800,GCF_019056575.1,2276432,5729487,1,4849,4652,66,131
2847991,Geomonas nitrogeniifigens,GCF_019063885.1,2981714,4829642,1,4241,4135,75,31
171438,Photorhabdus akhurstii,GCF_019090985.1,2452896,5726282,1,5013,4654,133,226
2842357,Pseudomonas muyukensis,GCF_019139535.1,3599252,5527654,1,4915,4778,99,38
2842354,Pseudomonas maumuensis,GCF_019139675.1,3692231,5758328,1,5114,4963,104,47
2842350,Pseudomonas azerbaijanoriens,GCF_019139795.1,3743523,6228218,1,5670,5456,96,118
2842349,Pseudomonas asgharzadehiana,GCF_019139815.1,3700319,6107031,1,5602,5443,91,68
2842356,Pseudomonas xanthosomae,GCF_019139835.1,3842887,5987104,1,5300,5121,98,81
2842355,Pseudomonas fakonensis,GCF_019139895.1,3950875,6147080,1,5441,5283,99,59
2842348,Pseudomonas alvandae,GCF_019141525.1,3838582,6307666,1,5690,5552,86,52
59779,Paracoccus marcusii,GCF_019141545.1,2708914,4077279,23,4051,3897,62,92
2750812,Actinomadura graeca,GCF_019175365.1,6498697,8979594,3,7933,7677,86,170
71452,Enterococcus raffinosus,GCF_019175485.1,1682187,4255835,3,4119,3972,93,54
2796366,Comamonas fluminis,GCF_019186805.1,2932065,4908875,2,4509,4349,120,40
2847989,Geomonas subterranea,GCF_019203205.1,3089799,4991984,1,4351,4251,77,23
2843330,Elioraea tepida,GCF_019203965.1,2376686,3367643,1,3251,3096,53,102
204891,Nocardia iowensis,GCF_019222765.1,5979943,8948074,1,8272,8103,66,103
81408,Parageobacillus caldoxylosilyticus,GCF_019272935.1,1756476,3963526,2,4049,3788,123,138
2856608,Rickettsiella endosymbiont of Dermanyssus gallinae,GCF_019285595.1,747352,1888715,1,1912,1839,52,21
39122,Skermania piniformis,GCF_019285775.1,2902062,4230116,1,3918,3798,54,66
2856823,Gymnodinialimonas ceratoperidinii,GCF_019297855.1,2335472,3621968,1,3493,3430,48,15
33008,Rhodococcus globerulus,GCF_019334125.1,4156052,6739623,1,6171,6054,70,47
357441,Enterococcus lactis,GCF_019343125.1,1046289,2728070,2,2663,2484,89,90
2582914,Alcaligenes ammonioxydans,GCF_019343455.1,2158214,3774827,1,3447,3340,70,37
28090,Acinetobacter lwoffii,GCF_019343495.1,1502876,3528101,6,3352,3161,111,80
489910,Nosocomiicoccus ampullae,GCF_019357495.1,534948,1551959,2,1608,1518,66,24
172043,Brevundimonas nasdae,GCF_019395145.1,2510551,3824222,2,3743,3642,66,35
1390,Bacillus amyloliquefaciens,GCF_019396925.1,1920595,4149690,2,4172,3978,118,76
1122611,Nonomuraea coxensis DSM 45129,GCF_019397265.1,6548501,9073954,1,8558,8316,76,166
2861782,Paraburkholderia edwinii,GCF_019428685.1,5184821,8298884,2,7266,7073,74,119
2609667,Halomonas piezotolerans,GCF_019443265.1,2214055,3810063,1,3534,3426,82,26
1550733,Aquisediminimonas profunda,GCF_019443285.1,1991712,3406525,1,3342,3268,50,24
627624,Nocardioides panacisoli,GCF_019448235.1,2550298,3565529,1,3509,3439,54,16
2720720,Candidatus Rhabdochlamydia oedothoracis,GCF_019453995.1,693842,1918130,2,2094,1775,46,273
1801,Mycobacterium diernhoferi,GCF_019456655.1,4071802,5998503,1,5728,5585,56,87
370524,Mycobacterium pallens,GCF_019456675.1,4048161,6093551,3,5973,5766,56,151
2012495,Lactobacillus panisapium,GCF_019469265.1,828671,2188116,1,2065,1981,72,12
2860336,Devosia salina,GCF_019504385.1,2725554,4296375,1,4228,4116,59,53
34085,Riemerella anatipestifer,GCF_019552185.1,761612,2175511,2,2064,1995,52,17
1548602,Nesterenkonia pannonica,GCF_019575955.1,1783588,2699453,1,3857,2802,57,998
148814,Apilactobacillus kunkeei,GCF_019575995.1,563794,1542216,1,1437,1348,82,7
248026,Cupriavidus pinatubonensis,GCF_019602855.1,4853003,7548664,4,7032,6790,92,150
143495,Aneurinibacillus thermoaerophilus,GCF_019603355.1,1668318,3731915,2,3845,3576,154,115
2856519,Flavobacterium litorale,GCF_019613795.1,1011584,2725095,1,2488,2424,57,7
2815720,Pseudomonas germanica,GCF_019614655.1,3967162,6713530,1,5999,5833,96,70
2807096,Neotabrizicola shimadae,GCF_019623905.1,2924700,4392453,5,4272,4155,57,60
152142,Mycobacterium holsaticum,GCF_019645835.1,3781075,5623714,1,5363,5228,56,79
1780,Mycobacterium malmoense,GCF_019645855.1,3563575,5319859,1,4952,4726,52,174
1796,Mycobacterium senegalense,GCF_019645875.1,4051471,6086722,1,5808,5683,58,67
47466,Borrelia miyamotoi,GCF_019668505.1,261674,906165,1,858,811,37,10
702114,Methylomonas koyamae,GCF_019669905.1,2864433,5102400,2,4585,4459,60,66
1295382,Methylogaea oryzae,GCF_019669985.1,2541756,4018824,1,3600,3503,63,34
1760988,Methylomagnum ishizawai,GCF_019670005.1,3298792,5199498,8,4696,4556,59,81
182262,Agarivorans albus,GCF_019670105.1,2120220,4792255,1,4341,4196,121,24
1563703,Agarivorans aestuarii,GCF_019670125.1,2082304,4687452,1,4343,4192,119,32
1074311,Vibrio alfacsensis,GCF_019670485.1,2316550,5263018,4,4823,4585,179,59
1987584,Shewanella carassii,GCF_019670705.1,2345344,4454556,1,3998,3823,133,42
75612,Pseudomonas mandelii,GCF_019693255.1,4002383,6749770,1,6167,5974,91,102
1891207,Thaumasiovibrio subtropicus,GCF_019703835.1,2620869,5557717,3,5004,4764,164,76
2772557,Desulfomarina profundi,GCF_019703855.1,1986921,4307339,1,3971,3700,69,202
2778876,Methyloradius palustris,GCF_019703875.1,1299801,2800413,1,2655,2587,50,18
2802975,Desulfuromonas versatilis,GCF_019704135.1,2939404,4656376,1,4174,4075,71,28
487698,Stenotrophomonas pavanii,GCF_019704495.1,3095842,4615174,1,4251,4132,86,33
316,Stutzerimonas stutzeri,GCF_019704535.1,2922767,4545686,1,4291,4195,76,20
2852117,Halomonas profundi,GCF_019722725.1,1968611,3643760,1,3349,3247,80,22
1802,Mycolicibacterium farcinogenes,GCF_019739075.1,4385476,6607534,4,6333,6193,59,81
254785,Streptococcus halichoeri,GCF_019774635.1,840740,2026498,1,1892,1724,91,77
86102,Idiomarina abyssalis,GCF_019797805.1,1229587,2610628,1,2504,2428,72,4
2871826,Symbiopectobacterium purcellii,GCF_019797845.1,2596556,4942431,1,4622,4222,107,293
43662,Pseudoalteromonas piscicida,GCF_019797925.1,2334257,5380608,2,4686,4511,140,35
55211,Erwinia persicina,GCF_019844095.1,2667098,4802925,2,4452,4279,114,59
986075,Caldalkalibacillus thermarum TA2.A1,GCF_019856495.1,1592742,3344914,1,3456,3125,116,215
249567,Streptomyces decoyicus,GCF_019880305.1,6122738,8632952,1,7639,7231,91,317
2872154,Nocardioides coralli,GCF_019880385.1,2541025,3527132,1,3474,3392,54,28
1286698,Crassaminicella profunda,GCF_019884785.1,1443654,4589101,1,4227,4020,166,41
1270,Micrococcus luteus,GCF_019890915.1,1855277,2543764,2,2350,2246,57,47
59814,Pantoea dispersa,GCF_019890955.1,2815193,4885065,3,4592,4425,109,58
2016068,Leptothermofonsia sichuanensis PKUAC-SCTE412,GCF_019891175.1,3264900,6426061,1,5602,5339,85,178
430679,Nitratireductor kimnyeongensis,GCF_019891395.1,2423382,4052255,2,3866,3780,59,27
2831148,Paraneptunicella aestuarii,GCF_019900845.1,2157835,4913533,1,3875,3787,63,25
53362,Dactylosporangium vinaceum,GCF_019904175.1,8643543,11959907,1,10787,10470,89,228
1490,Paraclostridium bifermentans,GCF_019916025.1,1019064,3566216,5,3530,3356,154,20
1081631,Candidatus Schneideria nysicola,GCF_019923565.1,166991,572184,1,585,521,44,20
269673,Sporolactobacillus terrae,GCF_019930545.1,1510896,3344205,2,3220,3077,89,54
291645,Bacteroides nordii,GCF_019930665.1,2308212,5678582,1,4357,4199,87,71
46124,Granulicatella adiacens,GCF_019931005.1,742552,1965420,1,1943,1837,77,29
1774216,Nocardioides rotundus,GCF_019931675.1,2921494,4088569,1,4007,3891,56,60
1738770,Shewanella inventionis,GCF_019931735.1,2048829,4831636,1,4326,4099,126,101
2874282,Metabacillus dongyingensis,GCF_019933155.2,2156992,5416110,2,5299,5070,122,107
285578,Streptomyces angustmyceticus,GCF_019933235.1,5862293,8116382,1,7111,6851,91,169
1908341,Polaribacter litorisediminis,GCF_019968605.1,1356833,4339639,1,3706,3605,52,49
437897,Megamonas funiformis,GCF_019974115.1,727931,2310709,1,2231,2144,76,11
704125,Clostridium gelidum,GCF_019977655.1,1754380,6041432,1,5580,5338,115,127
104609,Vibrio penaeicida,GCF_019977755.1,2978398,6782963,3,6035,5812,144,79
1455,Bacillus badius,GCF_020002245.1,1882574,4289048,7,4392,4203,137,52
2830842,Pseudomonas nanhaiensis,GCF_020025155.1,2236552,3653147,1,3378,3287,64,27
2875539,Arachidicoccus terrestris,GCF_020042345.1,2146143,4901925,1,3788,3716,59,13
472693,Pantoea eucrina,GCF_020079945.1,2170646,3839721,3,3636,3466,107,63
379895,Comamonas odontotermitis,GCF_020080045.1,2945487,4832451,3,4452,4296,102,54
2820270,Candidatus Kaistella beijingensis,GCF_020084865.1,1035762,2816191,1,2634,2565,47,22
328812,Parabacteroides goldsteinii,GCF_020091425.1,3077075,7053599,3,5713,5549,96,68
674529,Bacteroides faecis,GCF_020091505.1,2703117,6352228,3,5043,4856,88,99
2653194,Kovacikia minuta CCNUW1,GCF_020091585.1,4226371,8564336,3,8053,7479,124,450
2875764,Macrococcus armenti,GCF_020097095.1,786592,2231192,2,2375,2267,78,30
564,Escherichia fergusonii,GCF_020097475.1,2319148,4645928,2,4456,4269,115,72
108486,Corynebacterium falsenii,GCF_020097615.1,1616009,2561893,1,2210,2121,62,27
35621,Streptomyces mobaraensis,GCF_020099395.1,5601954,7668063,2,6728,6447,94,187
1502,Clostridium perfringens,GCF_020138775.1,931567,3275424,2,2976,2834,128,14
648794,Aeromonas rivuli,GCF_020149575.1,2611609,4357928,1,4027,3839,157,31
2875962,Candidatus Sulfidibacterium hydrothermale,GCF_020149915.1,1379387,3266086,1,2678,2615,55,8
546367,Hafnia paralvei,GCF_020150375.1,2377159,4945534,3,4545,4376,111,58
307486,Tepidimonas taiwanensis,GCF_020162115.1,2004335,2915587,1,2759,2636,64,59
105841,Anaerostipes caccae,GCF_020181435.1,1460386,3284789,1,3326,3215,78,33
2878098,Pectobacterium colocasium,GCF_020181655.1,2537162,4912018,1,4428,4210,108,110
93944,Nonomuraea gerenzanensis,GCF_020215645.1,8635003,12066052,3,11242,11023,91,128
2115968,Lysinibacillus capsici,GCF_020217405.1,1757099,4691642,1,4669,4466,146,57
1055104,Cobetia amphilecti,GCF_020217465.1,2600255,4160095,1,3483,3327,98,58
2879119,Arsenophonus apicola,GCF_020268605.1,1376964,3639254,7,3553,3222,100,231
270918,Salegentibacter mishustinae,GCF_020310005.1,1404874,3807780,1,3480,3403,58,19
573501,Leeuwenhoekiella palythoae,GCF_020310025.1,1594707,3994766,1,3441,3377,53,11
1619313,Erwinia gerundensis,GCF_020342335.1,2451400,4437416,3,4092,3956,107,29
196024,Aeromonas dhakensis,GCF_020405345.1,2945715,4771925,1,4378,4194,161,23
76862,Cellulomonas iranensis,GCF_020412445.1,3046663,4046676,1,3639,3548,54,37
140,Borrelia hermsii,GCF_020422925.2,349304,1161689,3,1096,1047,38,11
651,Aeromonas media,GCF_020423125.1,2773015,4531033,2,4198,3967,163,68
2859226,Mycetocola spongiae,GCF_020424085.1,2123706,3196754,1,2927,2845,73,9
2881052,Methylophaga pinxianii,GCF_020447175.2,1449339,3225757,2,3146,3052,54,40
85991,Chlamydia pecorum,GCF_020459125.1,457280,1113924,2,989,944,44,1
1358,Lactococcus lactis,GCF_020463755.1,848829,2426597,1,2391,2288,92,11
2859768,Echinicola marina,GCF_020463795.1,2283997,5693670,1,4601,4511,60,30
1247,Oenococcus oeni,GCF_020510245.1,720401,1892074,2,1961,1835,54,72
138118,Quatrionicoccus australiensis,GCF_020510525.1,2556654,4171110,1,3960,3846,79,35
76259,Ferribacterium limneticum,GCF_020510565.1,2498024,4150051,1,3991,3894,71,26
2590884,Shewanella glacialimarina,GCF_020511155.1,1832302,4456447,1,3919,3769,119,31
1983719,Bacillus shivajii,GCF_020519665.1,1676771,4440119,1,4257,4056,159,42
